id,Month,Hotel Name,Area,Price,Rating,Number of Reviews
1507,June,"Regenta Beach House Resort, Goa",Sernabatim,59,10.0,1
1508,June,Goa Woodlands Hotel,Margao,39,8.6,4
1509,June,"Taj Exotica Resort & Spa, Goa",Benaulim,259,9.6,324
1510,June,Radisson Blu Resort Goa Cavelossim Beach,Cavelossim,135,8.6,85
1511,June,Regenta Place Vasco Goa,Vasco da Gama,58,9.0,12
1512,June,Heritage Village Resort & Spa Goa,Arossim,149,8.6,173
1513,June,"The Zuri White Sands, Goa Resort & Casino",Orlim,143,8.2,321
1514,June,Alila Diwa Goa - A Hyatt Brand,Majorda,161,9.2,288
1515,June,Seasons Hotels & Resorts,Margao,31,7.2,15
1516,June,Royal Orchid Beach Resort & Spa,Uttorda,77,6.6,112
1517,June,Simrose Resort South End of Agonda Beach,Agonda,61,8.4,9
1518,June,Lykke Suites A Unit by Goan Felicidade,Fatona,47,0.0,0
1519,June,Nasyas Beachside Cottages,Benaulim,33,6.0,1
1520,June,Cozy Cabana - The Perfect Getaway,Entire apartment,31,0.0,0
1521,June,Regenta Baywatch Resort Goa,Sernabatim,102,6.8,35
1522,June,margaritas residency,Benaulim,16,8.6,22
1523,June,Niraamaya Private Residences Benaulim,Benaulim,505,5.0,1
1524,June,Hotel Menino Executive,Ponda,29,6.0,3
1525,June,Casanova by the Sea,Palolem,7,6.0,1
1526,June,The Postcard Saligao,Velsao,310,10.0,12
1527,June,The LaLiT Golf & Spa Resort Goa,Palolem,271,7.8,207
1528,June,Krishna Beach Resort and Spa,Fatona,23,5.6,5
1529,June,Godwill Kimo Guest House,Fatona,6,7.6,203
1530,June,Palolem Luxurious Cottages,Palolem,952,6.6,121
1531,June,The Fern Kadamba Hotel and Spa,Unknown,103,8.0,7
1532,June,"Taj Cidade de Goa Heritage, Goa",Unknown,155,8.6,209
1533,June,"Taj Cidade de Goa Horizon, Goa",Unknown,171,9.4,179
1534,June,DoubleTree by Hilton Goa-Panaji,Unknown,109,8.8,90
1535,June,Swim Sea Beach Resort,Unknown,31,9.0,2
1536,June,Varanda Do Mar,Unknown,63,8.4,70
1537,June,"Fortune Miramar, Goa - Member ITC Hotels' Group",Panaji,83,7.2,22
1538,June,Goa Marriott Resort & Spa,Panaji,154,9.0,426
1539,June,"Vivanta Goa, Panaji",Panaji,103,9.4,407
1540,June,The Crown Goa,Panaji,83,8.0,130
1541,June,Echor Reis Magos Villa Goa,Unknown,714,0.0,0
1542,June,Fabhotel Sai Swastik Nr. Candolim Beach,Unknown,97,8.0,1
1543,June,Itsy Hotels De Classio,Unknown,56,6.0,2
1544,June,"Taj Fort Aguada Resort & Spa, Goa",Unknown,181,9.0,398
1545,June,Holiday Inn Goa Candolim by IHG,Unknown,98,8.6,46
1546,June,Hilton Goa Resort Candolim,Unknown,163,8.0,42
1547,June,Per Avel Beach Holiday Home,Unknown,14,5.4,19
1548,June,"O Hotel Goa, Candolim Beach",Unknown,76,7.6,80
1549,June,Acron Seaway Resort,Unknown,37,7.2,5
1550,June,Whispering Palms Beach Resort,Unknown,80,7.6,45
1551,June,Sunset Beach Resort,Unknown,45,7.6,4
1552,June,La Sea Vue Vacation Home Stay Goa,Unknown,26,10.0,1
1553,June,The Acacia Hotel & Spa Goa,Unknown,75,8.0,96
1554,June,Hyatt Place Candolim GOA,Unknown,79,9.4,46
1555,June,Indie Stays Goa,Unknown,29,7.4,3
1556,June,"Lemon Tree Amarante Beach Resort, Goa",Unknown,78,8.4,198
1557,June,Park Inn by Radisson Goa Candolim,Unknown,80,7.2,177
1558,June,De Mandarin Beach Resort Suites & Villas,Unknown,83,9.2,32
1559,June,Lemon Tree Hotel Candolim Goa,Unknown,60,7.0,20
1560,June,Novotel Goa Resort & Spa Hotel,Unknown,107,8.2,165
1561,June,YU Hotel Candolim,Unknown,88,8.0,3
1562,June,Novotel Goa Candolim Hotel,Unknown,95,8.0,330
1563,June,Half Hotel,Unknown,25,9.0,6
1564,June,Hyatt Centric Candolim Goa,Unknown,102,8.6,284
1565,June,shradha luxury room,Unknown,50,10.0,1
1566,June,Summit Calangute Resort & Spa,Unknown,48,8.2,20
1567,June,Bob Beach Hotel,Unknown,16,10.0,1
1568,June,BloomSuites - Calangute,Unknown,58,7.8,27
1569,June,ibis Styles Goa Calangute Hotel,Unknown,53,8.2,188
1570,June,Veronica Guest House,Unknown,18,7.8,120
1571,June,Palmarinha De Goa unit of GKP Real Estat,Unknown,44,0.0,0
1572,June,Bloom Hotel – Calangute,Unknown,43,8.4,25
1573,June,Bloomrooms @ Calangute,Unknown,46,7.8,6
1574,June,Treebo Green Park,Unknown,71,10.0,2
1575,June,Resort Primo Bom Terra Verde,Unknown,27,7.0,36
1576,June,Hotel Viva Baga,Unknown,19,7.0,7
1577,June,THE GOA COURTYARD,Unknown,27,0.0,0
1578,June,Fiesta Beach Resort,Unknown,68,9.0,24
1579,June,Resorte Marinha Dourada,Unknown,29,7.6,49
1580,June,Origin Boutique Hotel,Unknown,58,10.0,1
1581,June,Pride Sun Village Resort & Spa,Unknown,53,6.8,28
1582,June,DoubleTree by Hilton Hotel Goa - Arpora - Baga,Unknown,87,7.0,148
1583,June,Fairfield by Marriott Goa Anjuna,Unknown,64,8.2,138
1584,June,See Ya Heritage Stays,Unknown,9,10.0,1
1585,June,Verandah Goa,Unknown,35,8.2,37
1586,June,Hotel Kia inn- Anjuna,Unknown,53,0.0,0
1587,June,"The Yellow House, Goa – IHCL SeleQtions",Unknown,109,8.4,54
1588,June,Casa Anjuna,Unknown,88,7.6,8
1589,June,Fabexpress Horizon Hideaway Anjuna,Unknown,66,3.0,3
1590,June,Moyrah By Greenpark,Unknown,87,10.0,3
1591,June,BluO Amani Vagator - Boutique Hotel Goa,Unknown,43,7.0,2
1592,June,The Westin Goa,Unknown,144,8.8,66
1593,June,3102bce A Vedic Resort,Unknown,59,9.2,24
1594,June,Seré Resort Goa,Unknown,359,10.0,1
1595,June,Cochichos Resort,Unknown,29,9.4,15
1596,June,JW Marriott Goa,Unknown,184,9.8,20
1597,June,Vibes Hotel,Unknown,40,0.0,0
1598,June,Radha House Siolim,Unknown,58,0.0,0
1599,June,Yellow House,Unknown,14,7.8,88
1600,June,W Goa,Unknown,195,8.2,101
1601,June,Casa Obrigado Beach Cottages Goa,Unknown,23,6.6,4
1602,June,Artham Guesthouse,Unknown,13,0.0,0
1603,June,The Upper House By Skazka Resorts,Unknown,66,8.0,1
1604,June,We Hotels Morjim Goa,Unknown,65,0.0,0
1605,June,Goa Crescent Resort - A Hilltop Seaview Escape,Unknown,68,0.0,0
1606,June,Sibaya Beach Resort,Unknown,60,6.8,13
1607,June,The Acacia Morjim,Unknown,60,6.0,12
1608,June,"Locomo Boutique, Morjim - Stay Work Eat",Unknown,29,8.8,84
1609,June,The Regalia Resort,Unknown,56,7.4,11
1610,June,Anahata Retreat Sea Front Resort,Unknown,121,8.2,23
1611,June,Habitus Resort,Unknown,57,9.2,44
1612,June,La Cabana Beach and Spa,Unknown,106,7.6,27
1613,June,Stone Wood Resort,Unknown,60,8.8,10
1614,June,Casa Amore Baia,Unknown,217,0.0,0
1615,June,Woodpegger By The Beach,Unknown,55,8.6,13
1616,June,Mandrem Retreat Beach Resort,Unknown,16,10.0,1
1617,July,The St. Regis Goa Resort,Cavelossim,230,0.0,564
1618,July,Heritage Village Resort & Spa Goa,Arossim,149,0.0,173
1619,July,"Taj Exotica Resort & Spa, Goa",Benaulim,270,0.0,324
1620,July,Beleza By The Beach,Fatona,75,8.6,339
1621,July,Fairfield by Marriott Goa Benaulim,Benaulim,82,9.2,146
1622,July,Nanutel Margao,Pajifond,51,8.6,38
1623,July,Courtyard By Marriott Goa Colva,Fatona,115,10.0,26
1624,July,The St. Regis Goa Resort,Cavelossim,230,9.6,564
1625,July,Courtyard By Marriott Goa Colva,Fatona,115,10.0,26
1626,July,Holiday Inn Resort Goa by IHG,Cavelossim,109,8.6,201
1627,July,"Taj Exotica Resort & Spa, Goa",Benaulim,270,9.6,324
1628,July,Heritage Village Resort & Spa Goa,Arossim,149,8.6,173
1629,July,Fairfield by Marriott Goa Benaulim,Benaulim,82,9.2,146
1630,July,Hotel Menino Executive,Ponda,29,6.0,3
1631,July,Cozy Cabana - The Perfect Getaway,Entire apartment,31,0.0,0
1632,July,Godwill Kimo Guest House,Fatona,6,7.6,203
1633,July,DoubleTree by Hilton Goa-Panaji,Unknown,109,8.8,90
1634,July,Villa by Olive - Nerul,Unknown,166,9.6,2
1635,July,Zip By Spree Hotels Hyde Goa,Unknown,41,7.6,9
1636,July,De Mandarin goa,Unknown,78,8.6,7
1637,July,The Acacia Hotel & Spa Goa,Unknown,74,8.0,96
1638,July,Indie Stays Goa,Unknown,29,7.4,3
1639,July,Hyatt Place Candolim GOA,Unknown,84,9.4,46
1640,July,Villa AlexMarie guest house,Unknown,21,9.4,14
1641,July,Hyatt Centric Candolim Goa,Unknown,95,8.6,284
1642,July,VITS Shanti Solitaire Arpora,Unknown,45,6.8,31
1643,July,The Grand Leoney Resort,Unknown,26,8.4,16
1644,July,Artham Guesthouse,Unknown,11,0.0,0
1645,July,Goa Crescent Resort - A Hilltop Seaview Escape,Unknown,68,0.0,0
1646,July,"Mandrem Beach Resort, a member of Radisson Individuals Retreat",Unknown,130,0.0,0
